Id,Weekly_Sales
1_1_2012-11-02,31177.608903792614
1_1_2012-11-09,19798.68271136722
1_1_2012-11-16,19329.88095781358
1_1_2012-11-23,19537.81844273027
1_1_2012-11-30,24835.226482347385
1_1_2012-12-07,30643.665337702972
1_1_2012-12-14,41791.72314439523
1_1_2012-12-21,45796.232703045054
1_1_2012-12-28,26598.85941951571
1_1_2013-01-04,17168.31037705762
1_1_2013-01-11,20648.664768181752
1_1_2013-01-18,21809.430349574723
1_1_2013-01-25,20662.190453068448
1_1_2013-02-01,22270.55375223452
1_1_2013-02-08,38323.0338359509
1_1_2013-02-15,52195.027957977865
1_1_2013-02-22,20782.971726323078
1_1_2013-03-01,15331.58087300388
1_1_2013-03-08,16282.490930432354
1_1_2013-03-15,18970.26466023386
1_1_2013-03-22,21796.631306172156
1_1_2013-03-29,21407.49135636547
1_1_2013-04-05,35265.1734935435
1_1_2013-04-12,21885.228332832005
1_1_2013-04-19,15265.796308793615
1_1_2013-04-26,17376.52245933726
1_1_2013-05-03,28551.568757492398
1_1_2013-05-10,27675.33696144297
1_1_2013-05-17,28128.73515412998
1_1_2013-05-24,28171.63665923172
1_1_2013-05-31,26838.50292256848
1_1_2013-06-07,31926.63333216022
1_1_2013-06-14,27239.11812292673
1_1_2013-06-21,27551.774794412442
1_1_2013-06-28,29463.332251673535
1_1_2013-07-05,26813.153994839464
1_1_2013-07-12,25911.07887115406
1_1_2013-07-19,26541.003305637918
1_1_2013-07-26,27935.97136583929
1_2_2012-11-02,46886.61676489129
1_2_2012-11-09,44980.0246130965
1_2_2012-11-16,43048.89301607246
1_2_2012-11-23,43393.71266274467
1_2_2012-11-30,45605.96739040597
1_2_2012-12-07,46402.270754295896
1_2_2012-12-14,50744.88349394663
1_2_2012-12-21,60066.28075418755
1_2_2012-12-28,40701.7861478887
1_2_2013-01-04,45416.98616130632
1_2_2013-01-11,41484.12177366375
1_2_2013-01-18,40571.10823066127
1_2_2013-01-25,40258.14042371644
1_2_2013-02-01,47791.58754649854
1_2_2013-02-08,49953.074099122394
1_2_2013-02-15,47834.33854397865
1_2_2013-02-22,46181.295692539985
1_2_2013-03-01,49160.07779950045
1_2_2013-03-08,48421.76479383724
1_2_2013-03-15,44741.24039431348
1_2_2013-03-22,44616.8741047194
1_2_2013-03-29,44860.764132970355
1_2_2013-04-05,49675.78237896063
1_2_2013-04-12,43955.5518310462
1_2_2013-04-19,44583.13447895188
1_2_2013-04-26,44741.30523513525
1_2_2013-05-03,93501.74734157324
1_2_2013-05-10,90227.95206038831
1_2_2013-05-17,89844.94256651952
1_2_2013-05-24,89987.46167196143
1_2_2013-05-31,86568.43720113406
1_2_2013-06-07,94081.25147906871
1_2_2013-06-14,90090.12885213445
1_2_2013-06-21,91067.572723894
1_2_2013-06-28,89027.75024024874
1_2_2013-07-05,92525.54619113219
1_2_2013-07-12,90530.1604521087
1_2_2013-07-19,93229.38416877702
1_2_2013-07-26,90822.33529558056
1_3_2012-11-02,11021.803203016882
1_3_2012-11-09,10100.32244090821
1_3_2012-11-16,9379.82281843617
1_3_2012-11-23,11892.152352187433
1_3_2012-11-30,14805.700866896179
1_3_2012-12-07,13234.461477717941
1_3_2012-12-14,13359.63133691559
1_3_2012-12-21,17700.312696759756
1_3_2012-12-28,9681.208302103676
1_3_2013-01-04,13036.108914411392
1_3_2013-01-11,12286.604492103692
1_3_2013-01-18,12095.739798956341
1_3_2013-01-25,11249.716008068395
1_3_2013-02-01,11123.63624912871
1_3_2013-02-08,11824.290119840258
1_3_2013-02-15,11838.934107705678
1_3_2013-02-22,11087.818438995293
1_3_2013-03-01,11131.416845508502
1_3_2013-03-08,11660.468133673878
1_3_2013-03-15,9709.362979381216
1_3_2013-03-22,9996.041644312745
1_3_2013-03-29,11038.5631785135
1_3_2013-04-05,12752.027149707432
1_3_2013-04-12,11116.942755395534
1_3_2013-04-19,11063.088298182594
1_3_2013-04-26,10597.492904125418
1_3_2013-05-03,33985.305199795424
1_3_2013-05-10,33340.29260365174
1_3_2013-05-17,35263.359752317956
1_3_2013-05-24,35071.79059466833
1_3_2013-05-31,31368.117325097523
1_3_2013-06-07,33538.696160631705
1_3_2013-06-14,35431.26002701095
1_3_2013-06-21,35396.02527051813
1_3_2013-06-28,32770.229285832895
1_3_2013-07-05,34044.3974810716
1_3_2013-07-12,59186.10039770949
1_3_2013-07-19,65558.7604916623
1_3_2013-07-26,64546.49649157951
1_4_2012-11-02,38763.45010917852
1_4_2012-11-09,37414.10555933833
1_4_2012-11-16,36289.07807307986
1_4_2012-11-23,43240.16740255564
1_4_2012-11-30,39820.76315139565
1_4_2012-12-07,39652.500837848
1_4_2012-12-14,37211.12086242633
1_4_2012-12-21,44526.22862937715
1_4_2012-12-28,37510.92084394212
1_4_2013-01-04,38189.46602091412
1_4_2013-01-11,33593.169002405644
1_4_2013-01-18,33531.267446389305
1_4_2013-01-25,33086.003246844295
1_4_2013-02-01,37082.42348633449
1_4_2013-02-08,39245.99165739081
1_4_2013-02-15,35963.65868498454
1_4_2013-02-22,36306.95924273326
1_4_2013-03-01,37860.007393401196
1_4_2013-03-08,38094.740338466385
1_4_2013-03-15,35174.51614545262
1_4_2013-03-22,35655.485693279494
1_4_2013-03-29,35948.94701813833
1_4_2013-04-05,39918.848520798805
1_4_2013-04-12,35592.7988245832
1_4_2013-04-19,35698.775178655946
1_4_2013-04-26,35749.99657143166
1_4_2013-05-03,62378.42714521521
1_4_2013-05-10,58595.025081342545
1_4_2013-05-17,57520.67869421151
1_4_2013-05-24,57977.10806138556
1_4_2013-05-31,57855.111838058234
1_4_2013-06-07,62980.74940881333
1_4_2013-06-14,58220.15666634574
1_4_2013-06-21,58036.50321317254
1_4_2013-06-28,57532.43618261953
1_4_2013-07-05,62149.26482609754
1_4_2013-07-12,57749.170904464096
1_4_2013-07-19,58513.993597344335
1_4_2013-07-26,57434.62084641305
1_5_2012-11-02,23294.85537755784
1_5_2012-11-09,29073.019601438056
1_5_2012-11-16,27068.286280852644
1_5_2012-11-23,65848.79931356094
1_5_2012-11-30,51169.209460651364
1_5_2012-12-07,38357.83862847759
1_5_2012-12-14,45538.182727222775
1_5_2012-12-21,59000.30162106702
1_5_2012-12-28,37680.53787689342
1_5_2013-01-04,28116.246770612102
1_5_2013-01-11,26950.83746912308
1_5_2013-01-18,27001.39234963983
1_5_2013-01-25,27028.133816857637
1_5_2013-02-01,31475.059320486427
1_5_2013-02-08,39067.84424092173
1_5_2013-02-15,38585.2624780331
1_5_2013-02-22,22511.28730467658
1_5_2013-03-01,22591.049352315567
1_5_2013-03-08,23268.765988404164
1_5_2013-03-15,20672.80200393077
1_5_2013-03-22,18920.76418988124
1_5_2013-03-29,18994.532861155345
1_5_2013-04-05,22568.66340606324
1_5_2013-04-12,18162.51868488354
1_5_2013-04-19,17388.852712711625
1_5_2013-04-26,15778.217554046962
1_5_2013-05-03,36911.43737506043
1_5_2013-05-10,36294.51490779522
1_5_2013-05-17,34187.97664026972
1_5_2013-05-24,36800.23533674485
1_5_2013-05-31,36007.947980428224
1_5_2013-06-07,41456.762511284986
1_5_2013-06-14,38904.13520925724
1_5_2013-06-21,35319.70613311532
1_5_2013-06-28,36441.356766835204
1_5_2013-07-05,35102.240333446374
1_5_2013-07-12,33212.63719109204
1_5_2013-07-19,33902.31553254244
1_5_2013-07-26,33760.38222211688
1_6_2012-11-02,4311.866123680075
1_6_2012-11-09,3832.819436308632
1_6_2012-11-16,3607.4332739162337
1_6_2012-11-23,16922.2701184703
1_6_2012-11-30,13518.102032235418
1_6_2012-12-07,4086.011022955035
1_6_2012-12-14,7473.854770185874
1_6_2012-12-21,15878.129537491923
1_6_2012-12-28,6149.010605583822
1_6_2013-01-04,356.26873251183457
1_6_2013-01-11,132.7854348377017
1_6_2013-01-18,115.88167007192989
1_6_2013-01-25,312.83483687952
1_6_2013-02-01,1070.9373489082457
1_6_2013-02-08,3385.1017313050716
1_6_2013-02-15,3666.655531192372
1_6_2013-02-22,3072.097165646544
1_6_2013-03-01,1622.8737821806667
1_6_2013-03-08,2119.644015842658
1_6_2013-03-15,2152.9950916224793
1_6_2013-03-22,2087.9410510628313
1_6_2013-03-29,2926.714069124304
1_6_2013-04-05,3493.142996994903
1_6_2013-04-12,2091.2042767957046
1_6_2013-04-19,2231.697030823657
1_6_2013-04-26,2773.5004550511408
1_6_2013-05-03,15232.917473327763
1_6_2013-05-10,14896.037016095377
1_6_2013-05-17,15175.633433114801
1_6_2013-05-24,16059.894838829621
1_6_2013-05-31,16629.332036897005
1_6_2013-06-07,14440.440881667311
1_6_2013-06-14,14033.538696582533
1_6_2013-06-21,13093.645929288627
1_6_2013-06-28,15255.057667739607
1_6_2013-07-05,12164.675300058914
1_6_2013-07-12,12220.489464677526
1_6_2013-07-19,12427.334454343538
1_6_2013-07-26,13917.834872640087
1_7_2012-11-02,19542.84403681705
1_7_2012-11-09,23181.285626638655
1_7_2012-11-16,23091.045300167698
1_7_2012-11-23,67128.50846675402
1_7_2012-11-30,61129.50331959916
1_7_2012-12-07,45007.05215551775
1_7_2012-12-14,72001.09776215935
1_7_2012-12-21,120895.53587803159
1_7_2012-12-28,40966.25057830286
1_7_2013-01-04,9934.423581656813
1_7_2013-01-11,8838.205481269913
1_7_2013-01-18,9116.977932104035
1_7_2013-01-25,9438.147158989948
1_7_2013-02-01,13410.562403117712
1_7_2013-02-08,15791.374918162019
1_7_2013-02-15,16382.896186026279
1_7_2013-02-22,18519.2987001296
1_7_2013-03-01,15927.579980258884
1_7_2013-03-08,15838.891683436044
1_7_2013-03-15,17747.997409435382
1_7_2013-03-22,19153.15426517612
1_7_2013-03-29,18047.574982407245
1_7_2013-04-05,19274.2811691108
1_7_2013-04-12,17801.483920681283
1_7_2013-04-19,16983.556199843497
1_7_2013-04-26,17347.152867200348
1_7_2013-05-03,41512.757241164676
1_7_2013-05-10,41934.54087817197
1_7_2013-05-17,43295.01213647289
1_7_2013-05-24,51049.13084492847
1_7_2013-05-31,46759.26119124737
1_7_2013-06-07,52805.56378594954
1_7_2013-06-14,45665.88260965472
1_7_2013-06-21,45464.664936354115
1_7_2013-06-28,46810.51103662552
1_7_2013-07-05,44505.986113405466
1_7_2013-07-12,39879.21635492602
1_7_2013-07-19,39615.43739633077
1_7_2013-07-26,40934.70883101914
1_8_2012-11-02,41031.36850987533
1_8_2012-11-09,39808.02864683301
1_8_2012-11-16,37955.07780051678
1_8_2012-11-23,39044.13015328347
1_8_2012-11-30,42996.420906092484
1_8_2012-12-07,40675.05890518347
1_8_2012-12-14,40130.00126932548
1_8_2012-12-21,44746.89396115379
1_8_2012-12-28,36523.73485998989
1_8_2013-01-04,39880.90022205497
1_8_2013-01-11,37614.55129949248
1_8_2013-01-18,37580.94042129654
1_8_2013-01-25,37106.64413947678
1_8_2013-02-01,40360.372564679405
1_8_2013-02-08,41457.5446011941
1_8_2013-02-15,40016.61702692808
1_8_2013-02-22,38828.220245910146
1_8_2013-03-01,40072.360307384166
1_8_2013-03-08,40175.52768783123
